Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
17465453,The Signature of All Things,Elizabeth Gilbert,"Gilbert, Elizabeth",,0670024856,9780670024858,4,3.87,Riverhead Books,Hardcover,512,2013,2013,2013/12/29,2013/11/05,"historical-fiction, science","historical-fiction (#3), science (#2)",read,,,,1,0
76171,We,Yevgeny Zamyatin,"Zamyatin, Yevgeny",Clarence Brown,0140185852,9780140185850,0,3.88,Penguin Books,Paperback,256,1993,1924,,2013/12/27,"dystopia, to-read","dystopia (#5), to-read (#37)",to-read,,,,0,0
17262366,"One Summer: America, 1927",Bill Bryson,"Bryson, Bill",,0767919408,9780767919401,3,4.09,Doubleday,Hardcover,456,2013,2013,2013/12/19,2013/10/13,history,history (#4),read,,,,1,0
43980,A History of the World in 10½  Chapters,Julian Barnes,"Barnes, Julian",,0679731377,9780679731375,3,3.88,Vintage,Paperback,320,1990,1989,2013/11/28,2013/11/09,,,read,,,,1,0
1848444,"A Scandal in Bohemia (The Adventures of Sherlock Holmes, #1)",Ronald  Holt,"Holt, Ronald",Arthur Conan Doyle,0582416396,9780582416390,0,4.24,Pearson ESL,Paperback,85,2000,1891,,2013/11/09,to-read,to-read (#36),to-read,,,,0,0
102868,"A Study in Scarlet (Sherlock Holmes, #1)",Arthur Conan Doyle,"Doyle, Arthur Conan",,1420925539,9781420925531,0,4.14,Digireads.com,Paperback,123,2005,1887,,2013/11/09,to-read,to-read (#35),to-read,,,,0,0
15742642,The Supremes at Earl's All-You-Can-Eat,Edward Kelsey Moore,"Moore, Edward Kelsey",,0307959929,9780307959928,3,4.00,Knopf,Hardcover,307,2013,2013,2013/11/09,2013/03/04,,,read,,,,1,0
34506,"The Light Fantastic (Discworld, #2; Rincewind, #2)",Terry Pratchett,"Pratchett, Terry",,0061020702,9780061020704,2,4.00,HarperTorch,Mass Market Paperback,277,2000,1986,2013/11/03,2013/10/27,"fantasy, humor, sci-fi","fantasy (#22), humor (#12), sci-fi (#23)",read,,,,1,0
99561,Looking for Alaska,John Green,"Green, John",,1435249151,9781435249158,4,3.96,Speak,Paperback,221,2006,2005,2013/10/27,2013/04/06,,,read,,,,1,0
6411961,"The Lost Symbol (Robert Langdon, #3)",Dan       Brown,"Brown, Dan",,0385504225,9780385504225,3,3.75,Doubleday,Hardcover,509,2009,2009,2013/10/23,2013/04/11,couldnt-put-down,couldnt-put-down (#19),read,,,,1,0
597790,The Children of Húrin,J.R.R. Tolkien,"Tolkien, J.R.R.","Christopher Tolkien, Alan  Lee",0007246226,9780007246229,0,4.04,HarperCollins,Hardcover,315,2007,2007,,2013/10/13,fantasy,fantasy (#21),read,,,,1,0
7667,Airframe,Michael Crichton,"Crichton, Michael",,0099556316,9780099556312,0,3.74,Arrow Books,Paperback,431,2006,1996,2013/10/01,2012/06/18,,,read,,,,1,0
8921,"The Hound of the Baskervilles (Sherlock Holmes, #5)",Arthur Conan Doyle,"Doyle, Arthur Conan","Anne Perry, Lígia Junqueira, Mark Hallaq",,,3,4.13,Signet,Mass Market Paperback,256,2001,1902,,2013/09/02,,,read,,,,1,0
234225,"Dune (Dune, #1)",Frank Herbert,"Herbert, Frank",,0340839937,9780340839935,4,4.28,Hodder,Paperback,604,2006,1965,2013/08/26,2013/08/11,,,read,"I think Frank Herbert is the pen name for collaborations between Orson Scott Card and George RR Martin. Laden with interesting psychology, ecology, economics, religion, technology and everything else that makes sci-fi great. ",,,1,0
295,Treasure Island,Robert Louis Stevenson,"Stevenson, Robert Louis",N.C. Wyeth,0753453800,9780753453803,4,3.85,Kingfisher,Hardcover,352,2001,1882,2011/06/01,2013/08/24,,,read,,,,1,0
42434,"Sandworms of Dune (Dune, #8)",Brian Herbert,"Herbert, Brian",Kevin J. Anderson,076531293X,9780765312938,0,3.70,Tor Books,Hardcover,494,2007,2007,,2013/08/24,"to-read, sci-fi","to-read (#34), sci-fi (#22)",to-read,,,,0,0
20249,"Hunters of Dune (Dune, #7)",Brian Herbert,"Herbert, Brian",Kevin J. Anderson,0765312921,9780765312921,0,3.69,Tor Books,Hardcover,524,2006,2006,,2013/08/24,"to-read, sci-fi","to-read (#33), sci-fi (#21)",to-read,,,,0,0
105,Chapterhouse: Dune (Dune #6),Frank Herbert,"Herbert, Frank",,,,0,3.88,Ace Books,Mass Market Paperback,436,1987,1985,,2013/08/24,"sci-fi, to-read","sci-fi (#20), to-read (#32)",to-read,,,,0,0
117,Heretics of Dune (Dune #5),Frank Herbert,"Herbert, Frank",,0441328008,9780441328000,0,3.86,Ace Books,Mass Market Paperback,471,1987,1984,,2013/08/24,"to-read, sci-fi","to-read (#31), sci-fi (#19)",to-read,,,,0,0
42432,God Emperor of Dune (Dune #4),Frank Herbert,"Herbert, Frank",,0575075066,9780575075061,0,3.88,Victor Gollancz,Paperback,454,2003,1981,,2013/08/24,"to-read, sci-fi","to-read (#30), sci-fi (#18)",to-read,,,,0,0
112,Children of Dune (Dune #3),Frank Herbert,"Herbert, Frank",,,,0,3.96,Ace Books,Mass Market Paperback,408,1987,1976,,2013/08/24,"sci-fi, to-read","sci-fi (#17), to-read (#29)",to-read,,,,0,0
106,"Dune Messiah (Dune Chronicles, #2)",Frank Herbert,"Herbert, Frank",,0441172695,9780441172696,0,3.89,Ace Books,Mass Market Paperback,331,1987,1969,,2013/08/24,"to-read, sci-fi","to-read (#28), sci-fi (#16)",to-read,,,,0,0
33507,"Twenty Thousand Leagues Under the Sea (Captain Nemo, #2)",Jules Verne,"Verne, Jules",Anthony Bonner,076072850X,9780760728505,0,3.89,Barnes & Noble,Hardcover,269,2002,1869,2013/08/24,2013/08/11,,,read,,,,1,0
34497,"The Color of Magic (Discworld, #1; Rincewind, #1)",Terry Pratchett,"Pratchett, Terry",,0060855924,9780060855925,0,4.00,Harper,Paperback,228,2005,1983,,2013/08/11,"fantasy, sci-fi","fantasy (#19), sci-fi (#15)",read,,,,1,0
95573,Hart's Hope,Orson Scott Card,"Card, Orson Scott",,0765306786,9780765306784,0,3.48,Orb Books,Paperback,300,2003,1983,,2013/07/26,to-read,to-read (#27),to-read,,,,0,0
16735,The Prince of Tides,Pat Conroy,"Conroy, Pat",,0553381547,9780553381542,4,4.25,Dial Press Trade Paperback,Paperback,679,2002,1986,2013/07/19,2013/07/05,,,read,,,,1,0
771466,The Boo,Pat Conroy,"Conroy, Pat",,0937036021,9780937036020,0,3.44,Old New York Book Shop Pr,Hardcover,174,2005,1970,,2013/07/05,to-read,to-read (#26),to-read,,,,0,0
135611,Shakespeare: The World as Stage,Bill Bryson,"Bryson, Bill",Auke Leistra,0060740221,9780060740221,3,3.81,HarperCollinsPublishing,Paperback,199,2007,2007,2013/07/05,2011/10/02,,,read,,,,1,0
4630,To Have and Have Not,Ernest Hemingway,"Hemingway, Ernest",,,,3,3.52,Scribner,Hardcover,176,1999,1937,2013/07/04,2013/07/05,,,read,,,,1,0
4912857,"The Angel's Game (The Cemetery of Forgotten Books, #2)",Carlos Ruiz Zafón,"Zafón, Carlos Ruiz",Lucia Graves,0385528701,9780385528702,4,4.01,Doubleday,Hardcover,531,2009,2008,,2013/02/22,,,read,,,,1,0
13497818,The Casual Vacancy,J.K. Rowling,"Rowling, J.K.",,0316228532,9780316228534,3,3.30,"Little, Brown and Company",Hardcover,503,2012,2012,2013/06/15,2013/05/05,,,read,,,,1,0
14316,Black Swan Green,David Mitchell,"Mitchell, David",,0812974018,9780812974010,3,3.98,Random House,Paperback,296,2007,2006,2013/05/31,2012/06/18,post-modern,post-modern (#1),read,,,,1,0
43545,The Once and Future King,T.H. White,"White, T.H.",,0441627404,9780441627400,4,4.07,Ace,Mass Market Paperback,639,1987,1958,,2011/10/02,,,read,,,,1,0
10148977,"The Omega Theory (Final Theory, #2)",Mark Alpert,"Alpert, Mark",,1451628498,9781451628494,0,3.55,Simon &amp; Schuster,,320,2011,2011,,2013/04/07,"to-read, sci-fi","to-read (#25), sci-fi (#13)",to-read,,,,0,0
2301215,"Final Theory (Final Theory, #1)",Mark Alpert,"Alpert, Mark",,1416572872,9781416572879,0,3.40,Touchstone,Hardcover,359,2008,2008,,2013/04/07,"to-read, sci-fi","to-read (#24), sci-fi (#12)",to-read,,,,0,0
46170,For Whom the Bell Tolls,Ernest Hemingway,"Hemingway, Ernest",,,,0,3.98,Scribner,Paperback,471,1995,1940,,2013/03/31,"classic-literature, couldnt-put-down","classic-literature (#16), couldnt-put-down (#18)",read,,,,1,0
8909,The War of the Worlds,H.G. Wells,"Wells, H.G.",Arthur C. Clarke,0375759239,9780375759239,0,3.83,Random House Publishing Group,Paperback,192,2002,1898,2011/01/05,2011/06/01,"classic-literature, sci-fi","classic-literature (#12), sci-fi (#10)",read,,,,1,0
25099,"The Sandman, Vol. 2: The Doll's House",Neil Gaiman,"Gaiman, Neil","Mike Dringenberg, Malcolm Jones III, Chris Bachalo, Michael Zulli, Steve Parkhouse, Todd Klein, Clive Barker",1563892251,9781563892257,3,4.43,Vertigo,Hardcover,232,1995,1990,,2013/03/31,graphic-novels,graphic-novels (#7),read,,,,1,0
23754,"Preludes & Nocturnes (The Sandman, #1)",Neil Gaiman,"Gaiman, Neil","Sam Kieth, Mike Dringenberg, Malcolm Jones III, Todd Klein, Karen  Berger, Daniel Vozzo",1563892278,9781563892271,4,4.25,DC Comics: Vertigo,Hardcover,240,1995,1988,2013/03/31,2013/03/24,graphic-novels,graphic-novels (#6),read,,,,1,0
15197,Maus: A Survivor's Tale II: And Here My Troubles Began,Art Spiegelman,"Spiegelman, Art",,0679729771,9780679729778,3,4.42,Pantheon,Paperback,144,1992,1991,,2013/03/24,,,read,,,,1,0
2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,,,0,4.50,Scholastic Inc.,Paperback,912,2004,2003,,2013/03/20,"fantasy, couldnt-put-down","fantasy (#17), couldnt-put-down (#17)",read,,,,1,0
15881,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,,,0,4.43,Arthur A. Levine Books,Hardcover,352,1999,1998,,2013/03/20,"couldnt-put-down, fantasy","couldnt-put-down (#16), fantasy (#16)",read,,,,1,0
6,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",J.K. Rowling,"Rowling, J.K.","Mary GrandPré, Jim Kay",,,0,4.57,Scholastic,Paperback,734,2002,2000,,2013/03/20,"couldnt-put-down, fantasy","couldnt-put-down (#14), fantasy (#14)",read,,,,1,0
136251,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",J.K. Rowling,"Rowling, J.K.",,,,0,4.62,Arthur A. Levine Books,Hardcover,759,2007,2007,,2013/03/20,"couldnt-put-down, fantasy","couldnt-put-down (#13), fantasy (#13)",read,,,,1,0
5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,043965548X,9780439655484,0,4.58,Scholastic Inc.,Mass Market Paperback,435,2004,1999,,2013/03/20,"couldnt-put-down, fantasy","couldnt-put-down (#12), fantasy (#12)",read,,,,1,0
4588,Extremely Loud & Incredibly Close,Jonathan Safran Foer,"Foer, Jonathan Safran",,0618711651,9780618711659,3,3.97,Mariner Books Classics,Paperback,326,2006,2005,2010/07/01,2011/06/01,post-modern,post-modern (#7),read,,,,1,0
105703,Pride of Baghdad,Brian K. Vaughan,"Vaughan, Brian K.","Niko Henrichon, Todd Klein",1401203140,9781401203146,0,3.89,Vertigo,Hardcover,136,2006,2006,,2011/10/02,graphic-novels,graphic-novels (#1),read,,,,1,0
52036,Siddhartha,Hermann Hesse,"Hesse, Hermann","Hilda Rosner, Zigmantas Ardickas",,,4,4.07,Bantam Books,Mass Market Paperback,152,1981,1922,,2011/10/02,philosphy-religion,philosphy-religion (#2),read,,,,1,0
190372,The Last Samurai,Helen DeWitt,"DeWitt, Helen",,0786887001,9780786887002,3,4.13,Miramax,Paperback,544,2002,2000,2013/03/20,2013/03/11,post-modern,post-modern (#6),read,,,,1,0
7673,Eaters of the Dead,Michael Crichton,"Crichton, Michael",,0060891564,9780060891565,3,3.71,Avon Books,Paperback,304,2006,1976,,2012/06/18,"fantasy, historical-fiction","fantasy (#4), historical-fiction (#2)",read,,,,1,0
10374,Hard-Boiled Wonderland and the End of the World,Haruki Murakami,"Murakami, Haruki",Alfred Birnbaum,,,0,4.12,Vintage,Paperback,400,2003,1985,,2013/03/11,"to-read, post-modern","to-read (#23), post-modern (#2)",to-read,,,,0,0
85443,The Lords of Discipline,Pat Conroy,"Conroy, Pat",,0553271369,9780553271362,4,4.34,Bantam,Mass Market Paperback,512,1986,1980,,2013/02/22,,,read,,,,1,0
15196,"Maus I: A Survivor's Tale: My Father Bleeds History (Maus, #1)",Art Spiegelman,"Spiegelman, Art",,0394541553,9780394541556,0,4.38,Pantheon Books,Hardcover,159,1991,1986,,2011/10/02,graphic-novels,graphic-novels (#3),read,,,,1,0
7507825,At Home: A Short History of Private Life,Bill Bryson,"Bryson, Bill",,0767919386,9780767919388,3,3.99,Doubleday,Hardcover,497,2010,2010,2012/12/19,2011/10/02,"humor, history","humor (#7), history (#1)",read,,,,1,0
49628,Cloud Atlas,David Mitchell,"Mitchell, David",,0375507256,9780375507250,4,4.01,Random House,Paperback,509,2004,2004,2012/10/31,2012/06/18,"post-modern, sci-fi","post-modern (#4), sci-fi (#2)",read,,,,1,0
10664113,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,"Martin, George R.R.",,,,4,4.34,Bantam,Kindle Edition,1125,2011,2011,,2012/10/13,fantasy,fantasy (#1),read,,,,1,0
13497,"A Feast for Crows (A Song of Ice and Fire, #4)",George R.R. Martin,"Martin, George R.R.",,055358202X,9780553582024,3,4.16,Bantam Books,Mass Market Paperback,1060,2011,2005,,2012/10/13,fantasy,fantasy (#2),read,,,,1,0
62291,"A Storm of Swords (A Song of Ice and Fire, #3)",George R.R. Martin,"Martin, George R.R.",,055357342X,9780553573428,3,4.54,Bantam,Mass Market Paperback,1177,2003,2000,,2011/10/02,fantasy,fantasy (#5),read,,,,1,0
10572,"A Clash of Kings  (A Song of Ice and Fire, #2)",George R.R. Martin,"Martin, George R.R.",,0553381695,9780553381696,3,4.42,Bantam,Paperback,1009,2002,1998,,2012/10/13,fantasy,fantasy (#3),read,,,,1,0
13496,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,"Martin, George R.R.",,0553588486,9780553588484,4,4.44,Bantam,Mass Market Paperback,835,2005,1996,,2011/10/02,fantasy,fantasy (#7),read,,,,1,0
129947,The Water Is Wide,Pat Conroy,"Conroy, Pat",,,,4,4.17,Dial Press Trade Paperback,Paperback,310,2002,1972,,2012/07/12,,,read,,,,1,0
5986924,"The Gurus, the Young Man, and Elder Paisios",Dionysios Farasiotis,"Farasiotis, Dionysios",,1887904166,9781887904162,2,4.48,St. Herman Press,Paperback,320,2008,2002,2012/07/12,2011/06/11,philosphy-religion,philosphy-religion (#4),read,"I received this as a graduation present from the adult sponsor of my school's philosophy club who is Eastern Orthodox. I'm just barely into it, but it seems like it is going to be one of those crucial books.  I identify strongly with the main characters curiosity and inability to accept life as it is, and I'm excited to see where his thought process and feet take him.",,,1,0
5297,The Picture of Dorian Gray,Oscar Wilde,"Wilde, Oscar",Jeffrey Eugenides,,,4,4.13,Random House: Modern Library,Paperback,272,2004,1890,2012/07/12,2011/10/02,classic-literature,classic-literature (#5),read,,,,1,0
21,A Short History of Nearly Everything,Bill Bryson,"Bryson, Bill",,076790818X,9780767908184,3,4.22,Crown,Paperback,544,2004,2003,2012/07/12,2011/10/02,"science, humor","science (#1), humor (#6)",read,"Bryson aims to give an entertaining and accessible, yet more than superficial account of the major scientific disciplines. He accomplishes just that. For a student and lover of science such as myself, ""more than superficial"" is not rich or deep enough. A great chunk of the book was simply review for me, especially in the physics, chemistry, and biology departments. However, I learned a great deal about paleontology, climatology, and geology, and I expect others will do the same. Bryson also has a knack for recognizing and exposing the differences between fact and theory, presenting the evidence and educating the audience to where the reader can draw his or her own conclusions. Perhaps best of all is Bryson's inexhaustible curiosity and appreciation and his continuous attempts to bridge the gap between scientific knowledge and day-to-day life.  ",,,1,0
29,The Mother Tongue: English and How It Got That Way,Bill Bryson,"Bryson, Bill",,0380715430,9780380715435,5,3.91,William Morrow Paperbacks,Paperback,270,1991,1990,,2011/10/02,"language, humor","language (#1), humor (#4)",read,,,,1,0
7141642,The Thousand Autumns of Jacob de Zoet,David Mitchell,"Mitchell, David",,1400065453,9781400065455,4,4.02,Random House,Hardcover,479,2010,2010,,2012/06/18,post-modern,post-modern (#3),read,,,,1,0
7665,Travels,Michael Crichton,"Crichton, Michael",,0060509058,9780060509057,0,3.95,HarpPeren,Paperback,377,2002,1988,,2012/06/18,to-read,to-read (#22),to-read,,,,0,0
10155,"The Lost World (Professor Challenger, #1)",Arthur Conan Doyle,"Doyle, Arthur Conan",,0812967259,9780812967258,3,3.93,Random House Publishing Group,Paperback,272,2003,1912,2011/06/13,2012/06/18,sci-fi,sci-fi (#3),read,"Not a life changing book, but a classic sci-fi that goes far beyond the current standards for the genre. In comparison to War of the Worlds (the only other older sci-fi book I've read), it was less rich in scientific exposition, but richer in adventure, theme, and character depth. While the protagonist explores South  America, Doyle explores masculinity. The three supporting characters are all memorably eccentric yet knowable, relevant, and real. Perhaps the most pleasurable part of the book is that it captures the spirit and texture of academic life at the turn of the century. ",,,1,0
8650,"The Lost World (Jurassic Park, #2)",Michael Crichton,"Crichton, Michael",,0752224417,9780752224411,3,3.86,"Alfred A. Knopf, Inc.",Mass Market Paperback,448,1995,1995,,2012/06/18,sci-fi,sci-fi (#4),read,,,,1,0
4934,The Brothers Karamazov,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Richard Pevear, Larissa Volokhonsky",,,0,4.38,"Farrar, Straus and Giroux",Paperback,796,2002,1880,,2011/10/05,to-read,to-read (#20),to-read,,,,0,0
7669,Timeline,Michael Crichton,"Crichton, Michael",,0099244721,9780099244721,3,3.87,Arrow Books,Mass Market Paperback,489,2000,1999,,2011/10/02,sci-fi,sci-fi (#5),read,,,,1,0
8908,World War Z: An Oral History of the Zombie War,Max Brooks,"Brooks, Max",,0307346609,9780307346605,4,4.02,Crown,Hardcover,342,2006,2006,,2011/10/02,sci-fi,sci-fi (#6),read,,,,1,0
3636,"The Giver (The Giver, #1)",Lois Lowry,"Lowry, Lois",,0385732554,9780385732550,4,4.12,Ember,Paperback,208,2006,1993,,2011/10/02,dystopia,dystopia (#1),read,,,,1,0
11,"The Hitchhiker’s Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",Douglas Adams,"Adams, Douglas",,,,5,4.23,Del Rey Books,Mass Market Paperback,216,2005,1979,,2011/10/02,"sci-fi, couldnt-put-down","sci-fi (#7), couldnt-put-down (#6)",read,,,,1,0
375802,"Ender’s Game (Ender's Saga, #1)",Orson Scott Card,"Card, Orson Scott",,0812550706,9780812550702,5,4.31,Tor,Mass Market Paperback,324,2004,1985,,2011/10/02,"sci-fi, couldnt-put-down","sci-fi (#8), couldnt-put-down (#7)",read,,,,1,0
11149,The Screwtape Letters,C.S. Lewis,"Lewis, C.S.",,0060652896,9780060652890,3,4.27,HarperCollins,Hardcover,209,2001,1942,,2011/10/02,philosphy-religion,philosphy-religion (#1),read,,,,1,0
76889,100 Selected Poems,E.E. Cummings,"Cummings, E.E.",,0802130720,9780802130723,0,4.29,Grove Press,Paperback,121,1994,1923,,2011/10/02,to-read,to-read (#19),to-read,,,,0,0
15645,Inferno,Dante Alighieri,"Alighieri, Dante",Anthony Esolen,0812970063,9780812970067,0,4.03,Modern Library,Kindle Edition,490,2022,1320,,2011/10/02,to-read,to-read (#18),to-read,,,,0,0
52357,Beowulf,Unknown,"Unknown, Unknown",Seamus Heaney,0393320979,9780393320978,3,3.49,W.W. Norton & Company,Paperback,259,2001,1000,,2011/10/02,,,read,,,,1,0
16902,Walden,Henry David Thoreau,"Thoreau, Henry David",Bill McKibben,,,0,3.78,Princeton University Press,Paperback,352,2004,1854,,2011/10/02,to-read,to-read (#17),to-read,,,,0,0
10534,The Art of War,Sun Tzu,"Tzu, Sun",Thomas Cleary,,,0,3.95,Harper Press,Paperback,170,2005,-400,,2011/10/02,to-read,to-read (#16),to-read,,,,0,0
8520362,The Grand Design,Stephen Hawking,"Hawking, Stephen",Leonard Mlodinow,0553805371,9780553805376,0,4.06,Bantam,Hardcover,199,2010,2010,,2011/10/02,to-read,to-read (#15),to-read,,,,0,0
662,Atlas Shrugged,Ayn Rand,"Rand, Ayn",Leonard Peikoff,0452011876,9780452011878,0,3.69,Plume,Paperback,1168,1999,1957,,2011/10/02,to-read,to-read (#14),to-read,,,,0,0
14743,The God Delusion,Richard Dawkins,"Dawkins, Richard",,0618680004,9780618680009,0,3.90,Houghton Mifflin Co.,Hardcover,374,2006,2006,,2011/10/02,to-read,to-read (#13),to-read,,,,0,0
57854,Tao Te Ching,Lao Tzu,"Tzu, Lao","Gia-Fu Feng, Jane English, Chungliang Al Huang, Rowena Pattee Kryder, Toinette Lippe",0679776192,9780679776192,3,4.30,Vintage/Random House (NY),Paperback,184,1997,-350,,2011/10/02,philosphy-religion,philosphy-religion (#3),read,,,,1,0
48757,The Tao of Pooh,Benjamin Hoff,"Hoff, Benjamin",Ernest H. Shepard,1405204265,9781405204262,0,4.01,Egmont Books,Paperback,176,2003,1982,,2011/10/02,to-read,to-read (#11),to-read,,,,0,0
7247854,"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",Sam Kean,"Kean, Sam",,0316051640,9780316051644,0,3.93,"Little, Brown and Company",Hardcover,394,2010,2010,,2011/10/02,to-read,to-read (#10),to-read,,,,0,0
27,Neither Here nor There: Travels in Europe,Bill Bryson,"Bryson, Bill",,0380713802,9780380713806,3,3.86,William Morrow Paperbacks,Paperback,254,1993,1991,,2011/10/02,"humor, travel","humor (#2), travel (#1)",read,,,,1,0
773858,Born Standing Up: A Comic's Life,Steve Martin,"Martin, Steve",,1416553649,9781416553649,3,3.88,Scribner,Hardcover,207,2007,2007,,2011/10/02,biography-memoir,biography-memoir (#1),read,,,,1,0
6164628,Farm City: The Education of an Urban Farmer,Novella Carpenter,"Carpenter, Novella",,1594202214,9781594202216,3,3.97,Penguin Press,Hardcover,276,2009,2009,,2011/10/02,biography-memoir,biography-memoir (#2),read,,,,1,0
7015635,Food Rules: An Eater's Manual,Michael Pollan,"Pollan, Michael",,014311638X,9780143116387,3,3.99,Penguin Books,Paperback,152,2009,2008,,2011/10/02,non-fiction,non-fiction (#1),read,,,,1,0
10538,The Life and Times of the Thunderbolt Kid,Bill Bryson,"Bryson, Bill",Goran Skrobonja,076791936X,9780767919364,5,3.93,Crown,Hardcover,288,2006,2006,,2011/10/02,"biography-memoir, humor","biography-memoir (#3), humor (#3)",read,,,,1,0
771,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",Brian Greene,"Greene, Brian",,0375708111,9780375708114,0,4.09,Vintage Books USA,Paperback,425,2000,1999,,2011/10/02,to-read,to-read (#9),to-read,,,,0,0
28,Notes from a Small Island,Bill Bryson,"Bryson, Bill",,0380727501,9780380727506,0,3.91,William Morrow Paperbacks,Paperback,324,1997,1995,,2011/10/02,to-read,to-read (#8),to-read,,,,0,0
24,In a Sunburned Country,Bill Bryson,"Bryson, Bill",,0767903862,9780767903868,0,4.08,Broadway Books,Paperback,335,2001,2000,,2011/10/02,to-read,to-read (#7),to-read,,,,0,0
6604712,Eating Animals,Jonathan Safran Foer,"Foer, Jonathan Safran",,0316069906,9780316069908,0,4.21,"Little, Brown and Company",Hardcover,341,2009,2009,,2011/10/02,to-read,to-read (#6),to-read,,,,0,0
315425,In Defense of Food: An Eater's Manifesto,Michael Pollan,"Pollan, Michael",,1594201455,9781594201455,0,4.07,Penguin Press,Hardcover,205,2008,2008,,2011/10/02,to-read,to-read (#5),to-read,,,,0,0
9791,A Walk in the Woods: Rediscovering America on the Appalachian Trail,Bill Bryson,"Bryson, Bill",,0307279464,9780307279460,5,4.06,Vintage,Mass Market Paperback,397,2006,1998,,2011/10/02,"humor, biography-memoir, couldnt-put-down","humor (#5), biography-memoir (#4), couldnt-put-down (#9)",read,,,,1,0
1898,Into Thin Air: A Personal Account of the Mt. Everest Disaster,Jon Krakauer,"Krakauer, Jon",,,,0,4.25,Anchor Books,Paperback,368,1999,1997,,2011/10/02,to-read,to-read (#4),to-read,,,,0,0
3109,The Omnivore's Dilemma: A Natural History of Four Meals,Michael Pollan,"Pollan, Michael",,1594200823,9781594200823,0,4.18,The Penguin Press,Hardcover,450,2006,2006,,2011/10/02,to-read,to-read (#3),to-read,,,,0,0
1202,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,"Levitt, Steven D.",Stephen J. Dubner,0061234001,9780061234002,0,4.01,William Morrow,Hardcover,268,2006,2005,,2011/10/02,to-read,to-read (#2),to-read,,,,0,0
59952,300,Frank Miller,"Miller, Frank",Lynn Varley,1569714029,9781569714027,4,3.98,Dark Horse,Hardcover,88,1999,1999,,2011/10/02,graphic-novels,graphic-novels (#2),read,,,,1,0
332631,"Y: The Last Man, Vol. 2: Cycles",Brian K. Vaughan,"Vaughan, Brian K.","Pia Guerra, José Marzán Jr.",1401200761,9781401200763,0,4.21,Vertigo,Paperback,128,2003,2003,,2011/10/02,to-read,to-read (#1),to-read,,,,0,0
59960,Batman: The Dark Knight Returns,Frank Miller,"Miller, Frank","Klaus Janson, Lynn Varley",156389341X,9781563893414,4,4.26,DC Comics,Hardcover,197,2012,1986,,2011/10/02,graphic-novels,graphic-novels (#4),read,,,,1,0
472331,Watchmen,Alan             Moore,"Moore, Alan","Dave Gibbons, John    Higgins",0930289234,9780930289232,5,4.38,DC Comics,Paperback,416,2005,1987,,2011/10/02,"graphic-novels, couldnt-put-down","graphic-novels (#5), couldnt-put-down (#10)",read,,,,1,0
168668,Catch-22,Joseph Heller,"Heller, Joseph",,0684833395,9780684833392,3,3.99,Simon & Schuster ,Paperback,453,2004,1961,,2011/10/02,"classic-literature, humor","classic-literature (#1), humor (#8)",read,,,,1,0
5129,Brave New World,Aldous Huxley,"Huxley, Aldous",,0060929871,9780060929879,4,3.99,HarperPerennial / Perennial Classics,Paperback,268,1998,1932,,2011/10/02,"dystopia, classic-literature","dystopia (#2), classic-literature (#2)",read,,,,1,0
4214,Life of Pi,Yann Martel,"Martel, Yann",,0770430074,9780770430078,2,3.94,Seal Books,Paperback,460,2006,2001,,2011/10/02,,,read,,,,1,0
34,"The Fellowship of the Ring (The Lord of the Rings, #1)",J.R.R. Tolkien,"Tolkien, J.R.R.","Francis Ledoux, Maria Skibniewska",0618346252,9780618346257,4,4.40,Houghton Mifflin Harcourt,Paperback,398,2003,1954,,2011/10/02,fantasy,fantasy (#6),read,,,,1,0
7869,"The Bourne Identity (Jason Bourne, #1)",Robert Ludlum,"Ludlum, Robert",,0752864327,9780752864327,2,4.05,Orion,Paperback,566,2005,1980,,2011/10/02,,,read,,,,1,0
7677,"Jurassic Park (Jurassic Park, #1)",Michael Crichton,"Crichton, Michael",,030734813X,9780307348135,5,4.11,Plaza y Janes,Mass Market Paperback,467,2006,1990,,2011/10/02,"sci-fi, couldnt-put-down","sci-fi (#9), couldnt-put-down (#8)",read,,,,1,0
